seed,missing_rate,statistic,value
41,0.2,theta_w,40.593496846015455
41,0.2,theta_h,38.314270835076115
41,0.2,theta_l,38.41786351150988
41,0.2,tajimas_d,-0.17500222538037885
41,0.3,pi,38.4446783878047
41,0.3,theta_w,41.46250298317278
41,0.3,theta_h,39.0375933279495
41,0.3,theta_l,38.7411358578771
41,0.3,tajimas_d,-0.2526519416387223
41,0.4,pi,37.65426314678675
41,0.4,theta_w,38.840156990640544
41,0.4,theta_h,39.514924877353
41,0.4,theta_l,38.58459401206987
41,0.4,tajimas_d,-0.10778383448035075
41,0.5,pi,38.269619918404416
41,0.5,theta_w,38.59604688058686
41,0.5,theta_h,39.974523113010214
41,0.5,theta_l,39.12207151570732
41,0.5,tajimas_d,-0.030435166967247795
41,0.6,pi,38.33088105135811
41,0.6,theta_w,39.10601793690552
41,0.6,theta_h,37.88723880146272
41,0.6,theta_l,38.10905992641041
41,0.6,tajimas_d,-0.0735430065872663
42,0.0,pi,35.13818181818182
42,0.0,theta_w,39.209039578119885
42,0.0,theta_h,30.397171717171716
42,0.0,theta_l,32.76767676767677
42,0.0,tajimas_d,-0.3482796458140893
42,0.05,pi,35.216563150341145
42,0.05,theta_w,39.60103454155572
42,0.05,theta_h,30.53649484958204
42,0.05,theta_l,32.8765289999616
42,0.05,tajimas_d,-0.3731779063963801
42,0.1,pi,35.27037288234726
42,0.1,theta_w,38.85822782058589
42,0.1,theta_h,30.193310007056134
42,0.1,theta_l,32.7318414447017
42,0.1,tajimas_d,-0.31278684060504114
42,0.2,pi,34.60665124850032
42,0.2,theta_w,39.46265106911136
42,0.2,theta_h,30.709048246018423
42,0.2,theta_l,32.65784974725936
42,0.2,tajimas_d,-0.4219781518306978
42,0.3,pi,35.13149903487283
42,0.3,theta_w,38.786852052775984
42,0.3,theta_h,29.08357933020102
42,0.3,theta_l,32.10753918253693
42,0.3,tajimas_d,-0.3269075475100601
42,0.4,pi,35.451117827117
42,0.4,theta_w,38.79572338859861
42,0.4,theta_h,28.512450655762187
42,0.4,theta_l,31.981784241439602
42,0.4,tajimas_d,-0.3039853981105897
42,0.5,pi,35.065203861426085
42,0.5,theta_w,38.748684400905304
42,0.5,theta_h,30.789841292774256
42,0.5,theta_l,32.92752257710017
42,0.5,tajimas_d,-0.3414992670890737
42,0.6,pi,33.090853656129134
42,0.6,theta_w,38.347016784857466
42,0.6,theta_h,27.145008105468765
42,0.6,theta_l,30.117930880798944
42,0.6,tajimas_d,-0.5077075911513564
43,0.0,pi,39.70040404040404
43,0.0,theta_w,42.29940722959732
43,0.0,theta_h,47.592525252525256
43,0.0,theta_l,43.64646464646464
43,0.0,tajimas_d,-0.2063932154508193
43,0.05,pi,39.82677842529283
43,0.05,theta_w,42.32531504450609
43,0.05,theta_h,47.656129380006895
43,0.05,theta_l,43.741453902649866
43,0.05,tajimas_d,-0.19917691865295947
43,0.1,pi,39.739455099628344
43,0.1,theta_w,42.19922054292973
43,0.1,theta_h,47.6137141386261
43,0.1,theta_l,43.676584619127226
43,0.1,tajimas_d,-0.19770058942087704
43,0.2,pi,39.64555591045387
43,0.2,theta_w,41.31273736565242
43,0.2,theta_h,47.48316968208548
43,0.2,theta_l,43.56436279626968
43,0.2,tajimas_d,-0.13828422723095787
43,0.3,pi,39.68396975141726
43,0.3,theta_w,41.33853586375251
43,0.3,theta_h,47.95390291554027
43,0.3,theta_l,43.81893633347876
43,0.3,tajimas_d,-0.13920407817497274
43,0.4,pi,40.298230728198476
43,0.4,theta_w,43.18085331130718
43,0.4,theta_h,46.79114911473478
43,0.4,theta_l,43.54468992146663
43,0.4,tajimas_d,-0.23594378077089498
43,0.5,pi,39.197689228728535
43,0.5,theta_w,40.990125100785036
43,0.5,theta_h,42.2453285896938
43,0.5,theta_l,40.721508909211174
43,0.5,tajimas_d,-0.15781298825555093
43,0.6,pi,39.43045447499771
43,0.6,theta_w,43.52817235068213
43,0.6,theta_h,43.44337574604304
43,0.6,theta_l,41.436915110520374
43,0.6,tajimas_d,-0.3494754331678349
44,0.0,pi,30.54282828282828
44,0.0,theta_w,33.800896188034386
44,0.0,theta_h,32.70969696969697
44,0.0,theta_l,31.626262626262626
44,0.0,tajimas_d,-0.32237693078834767
44,0.05,pi,30.320887793083784
44,0.05,theta_w,33.75145446153165
44,0.05,theta_h,32.85695480303222
44,0.05,theta_l,31.588921298058
44,0.05,tajimas_d,-0.3415288969072818
44,0.1,pi,30.81486164153689
44,0.1,theta_w,34.12438243119504
44,0.1,theta_h,32.77336814899572
44,0.1,theta_l,31.794114895266308
44,0.1,tajimas_d,-0.3276962280706418
44,0.2,pi,30.456042253619334
44,0.2,theta_w,32.72757757234159
44,0.2,theta_h,32.210622152332945
44,0.2,theta_l,31.333332202976138
44,0.2,tajimas_d,-0.2370215877796135
44,0.3,pi,30.541853522459764
44,0.3,theta_w,34.06704499867709
44,0.3,theta_h,33.20673409686371
44,0.3,theta_l,31.87429380966174
44,0.3,tajimas_d,-0.3585546320573896
44,0.4,pi,30.364943806661444
44,0.4,theta_w,33.68656190558155
44,0.4,theta_h,31.802824599744152
44,0.4,theta_l,31.083884203202796
44,0.4,tajimas_d,-0.3464838072941583
44,0.5,pi,30.084267803984073
44,0.5,theta_w,31.951559675765623
44,0.5,theta_h,31.661600593976544
44,0.5,theta_l,30.872934198980307
44,0.5,tajimas_d,-0.2098360578564098
44,0.6,pi,30.458604089454028
44,0.6,theta_w,32.98819964297624
44,0.6,theta_h,31.41832468901944
44,0.6,theta_l,30.93846438923673
44,0.6,tajimas_d,-0.282926671463911
45,0.0,pi,28.42343434343434
45,0.0,theta_w,32.255712362295675
45,0.0,theta_h,27.253333333333334
45,0.0,theta_l,27.838383838383837
45,0.0,tajimas_d,-0.39694834177526656
45,0.05,pi,28.510673992464113
45,0.05,theta_w,32.01008288459951
45,0.05,theta_h,27.16601396136614
45,0.05,theta_l,27.838343976915127
45,0.05,tajimas_d,-0.3670673233674859
45,0.1,pi,27.963373413183096
45,0.1,theta_w,32.55524948168113
45,0.1,theta_h,27.159372716451212
45,0.1,theta_l,27.561373064817154
45,0.1,tajimas_d,-0.4762243416793013
45,0.2,pi,28.518633010658426
45,0.2,theta_w,32.154630098849715
45,0.2,theta_h,27.501465870188966
45,0.2,theta_l,28.01004944042369
45,0.2,tajimas_d,-0.3859036642821405
45,0.3,pi,28.463034185957223
45,0.3,theta_w,30.904236059043832
45,0.3,theta_h,27.958051892299185
45,0.3,theta_l,28.210543039128208
45,0.3,tajimas_d,-0.27272242385542295
45,0.4,pi,28.184208947031106
45,0.4,theta_w,31.83157554351056
45,0.4,theta_h,27.70445250830702
45,0.4,theta_l,27.94433072766906
45,0.4,tajimas_d,-0.403090608693603
45,0.5,pi,28.182518232962483
45,0.5,theta_w,32.71318013450892
45,0.5,theta_h,27.854629184476998
45,0.5,theta_l,28.018573708719742
45,0.5,tajimas_d,-0.49785737199221386
45,0.6,pi,28.37348001988871
45,0.6,theta_w,30.133816351078348
45,0.6,theta_h,26.766439638022955
45,0.6,theta_l,27.56995982895583
45,0.6,tajimas_d,-0.21493803681993695
46,0.0,pi,39.876363636363635
46,0.0,theta_w,36.504967883077136
46,0.0,theta_h,36.08323232323232
46,0.0,theta_l,37.97979797979798
46,0.0,tajimas_d,0.30937486016622395
46,0.05,pi,39.82133540308858
46,0.05,theta_w,36.498136568311935
46,0.05,theta_h,36.26048033052565
46,0.05,theta_l,38.04090786680712
46,0.05,tajimas_d,0.306565987090613
46,0.1,pi,40.03266335661965
46,0.1,theta_w,37.07362707499118
46,0.1,theta_h,36.200760990521296
46,0.1,theta_l,38.11671217357047
46,0.1,tajimas_d,0.27007386706669384
46,0.2,pi,40.04437914571843
46,0.2,theta_w,36.330101487413145
46,0.2,theta_h,36.476578116132586
46,0.2,theta_l,38.260478630925505
46,0.2,tajimas_d,0.34957538844860164
46,0.3,pi,39.7956353222538
46,0.3,theta_w,37.56280802943358
46,0.3,theta_h,36.5848156241228
46,0.3,theta_l,38.19022547318829
46,0.3,tajimas_d,0.20618086281151132
46,0.4,pi,39.40501510422477
46,0.4,theta_w,37.577085029970185
46,0.4,theta_h,36.59955595024978
46,0.4,theta_l,38.00228552723728
46,0.4,tajimas_d,0.17172635316910673
46,0.5,pi,40.20957934157863
46,0.5,theta_w,38.13201317825236
46,0.5,theta_h,37.59603470736238
46,0.5,theta_l,38.902807024470505
46,0.5,tajimas_d,0.19665048308673524
46,0.6,pi,41.30404454951537
46,0.6,theta_w,38.259771139753056
46,0.6,theta_h,36.05079349021274
46,0.6,theta_l,38.67741901986405
46,0.6,tajimas_d,0.2940549373798621
47,0.0,pi,37.751717171717175
47,0.0,theta_w,41.52681531672796
47,0.0,theta_h,43.35939393939394
47,0.0,theta_l,40.55555555555556
47,0.0,tajimas_d,-0.3052685236704052
47,0.05,pi,37.83536544827694
47,0.05,theta_w,41.9618282900301
47,0.05,theta_h,43.69139500997573
47,0.05,theta_l,40.76338022912633
47,0.05,tajimas_d,-0.3319575267193552
47,0.1,pi,38.141347515165016
47,0.1,theta_w,41.620578458652176
47,0.1,theta_h,43.06163240757082
47,0.1,theta_l,40.601489961367925
47,0.1,tajimas_d,-0.28354494477949294
47,0.2,pi,37.7887714136714
47,0.2,theta_w,41.58931839943114
47,0.2,theta_h,43.416539006094276
47,0.2,theta_l,40.60265520988284
47,0.2,tajimas_d,-0.313334666084965
47,0.3,pi,38.16881419945669
47,0.3,theta_w,42.33663594998579
47,0.3,theta_h,44.09634296080788
47,0.3,theta_l,41.13257858013228
47,0.3,tajimas_d,-0.3422038595792156
47,0.4,pi,37.49528130639642
47,0.4,theta_w,42.03841254952726
47,0.4,theta_h,43.587222582432794
47,0.4,theta_l,40.541251944414604
47,0.4,tajimas_d,-0.38184901396622073
47,0.5,pi,38.10913961253807
47,0.5,theta_w,41.56215676700912
47,0.5,theta_h,43.61947118437561
47,0.5,theta_l,40.86430539845685
47,0.5,tajimas_d,-0.2998250687673207
47,0.6,pi,38.345207380168745
47,0.6,theta_w,43.32478421711875
47,0.6,theta_h,44.72012745758498
47,0.6,theta_l,41.53266741887686
47,0.6,tajimas_d,-0.42695692977034505
48,0.0,pi,49.47050505050505
48,0.0,theta_w,42.68570318603199
48,0.0,theta_h,44.125454545454545
48,0.0,theta_l,46.7979797979798
48,0.0,tajimas_d,0.534005808929442
48,0.05,pi,49.33419892603669
48,0.05,theta_w,42.52164550830253
48,0.05,theta_h,43.80806780651697
48,0.05,theta_l,46.571133366276825
48,0.05,tajimas_d,0.5406310308770363
48,0.1,pi,49.5041992703148
48,0.1,theta_w,42.99799009015621
48,0.1,theta_h,44.76066185314628
48,0.1,theta_l,47.132430561730544
48,0.1,tajimas_d,0.513496690854949
48,0.2,pi,49.11079159000614
48,0.2,theta_w,42.029646333904175
48,0.2,theta_h,44.01378099506417
48,0.2,theta_l,46.562286292535155
48,0.2,tajimas_d,0.5782857901348228
48,0.3,pi,49.26688153378679
48,0.3,theta_w,43.84178250394075
48,0.3,theta_h,44.469426990879114
48,0.3,theta_l,46.86815426233294
48,0.3,tajimas_d,0.43025972375879334
48,0.4,pi,50.122173224514796
48,0.4,theta_w,43.492757839810565
48,0.4,theta_h,45.109669655381026
48,0.4,theta_l,47.61592143994791
48,0.4,tajimas_d,0.5382999463122372
48,0.5,pi,49.69110217625578
48,0.5,theta_w,44.54124377460072
48,0.5,theta_h,45.88799515426895
48,0.5,theta_l,47.78954866526236
48,0.5,tajimas_d,0.4175264230425924
48,0.6,pi,49.10967033178622
48,0.6,theta_w,43.196363120449604
48,0.6,theta_h,46.156717303164456
48,0.6,theta_l,47.633193817475345
48,0.6,tajimas_d,0.5070164743732565
49,0.0,pi,37.44626262626263
49,0.0,theta_w,38.24329968703319
49,0.0,theta_h,33.80626262626262
49,0.0,theta_l,35.62626262626262
49,0.0,tajimas_d,-0.0698789574425001
49,0.05,pi,37.41572482190455
49,0.05,theta_w,37.6551468392791
49,0.05,theta_h,33.8257677376996
49,0.05,theta_l,35.62074627980207
49,0.05,tajimas_d,-0.021413425070091814
49,0.1,pi,37.431444996676134
49,0.1,theta_w,38.48906062278732
49,0.1,theta_h,33.637223093123204
49,0.1,theta_l,35.534334044899666
49,0.1,tajimas_d,-0.09312998238192707
49,0.2,pi,37.90931130123242
49,0.2,theta_w,39.379960348194295
49,0.2,theta_h,35.02561602248411
49,0.2,theta_l,36.46746366185826
49,0.2,tajimas_d,-0.12796094503582972
49,0.3,pi,37.66857450321351
49,0.3,theta_w,39.06038421381524
49,0.3,theta_h,34.392179556283686
49,0.3,theta_l,36.03037702974859
49,0.3,tajimas_d,-0.12364039320957515
49,0.4,pi,36.8044174601444
49,0.4,theta_w,37.577054341214044
49,0.4,theta_h,34.45430449526065
49,0.4,theta_l,35.62936097770252
49,0.4,tajimas_d,-0.07258598990125444
49,0.5,pi,38.060706197323164
49,0.5,theta_w,38.65754296509475
49,0.5,theta_h,33.854039969121246
49,0.5,theta_l,35.9573730832222
49,0.5,tajimas_d,-0.05553098605271298
49,0.6,pi,37.16316637583005
49,0.6,theta_w,38.41898831044859
49,0.6,theta_h,35.77637745720045
49,0.6,theta_l,36.46977191651525
49,0.6,tajimas_d,-0.12098632409909935
50,0.0,pi,47.72585858585858
50,0.0,theta_w,44.23088701177071
50,0.0,theta_h,52.2539393939394
50,0.0,theta_l,49.98989898989899
50,0.0,tajimas_d,0.2656262382679106
50,0.05,pi,47.88562753292532
50,0.05,theta_w,43.70798506010908
50,0.05,theta_h,52.21932364293879
50,0.05,theta_l,50.05247558793205
50,0.05,tajimas_d,0.32279852365524603
50,0.1,pi,47.76602048903238
50,0.1,theta_w,43.9752439073779
50,0.1,theta_h,52.30299853686983
50,0.1,theta_l,50.0345095129511
50,0.1,tajimas_d,0.2925871142990416
50,0.2,pi,47.73867880678753
50,0.2,theta_w,45.243527990737896
50,0.2,theta_h,52.75974012315298
50,0.2,theta_l,50.24920946497026
50,0.2,tajimas_d,0.18944686747315634
50,0.3,pi,47.42624934935402
50,0.3,theta_w,45.42170263070124
50,0.3,theta_h,51.92197568936693
50,0.3,theta_l,49.674112519360484
50,0.3,tajimas_d,0.15349109517931867
50,0.4,pi,47.187964311115614
50,0.4,theta_w,43.131399684138536
50,0.4,theta_h,51.68341598637655
50,0.4,theta_l,49.43569014874608
50,0.4,tajimas_d,0.3320313941335529
50,0.5,pi,47.362283031345086
50,0.5,theta_w,45.497487006335085
50,0.5,theta_h,52.75593928288178
50,0.5,theta_l,50.059111157113435
50,0.5,tajimas_d,0.14785180931718112
50,0.6,pi,48.27990996391359
50,0.6,theta_w,44.9731580865339
50,0.6,theta_h,53.17124798560707
50,0.6,theta_l,50.725578974760325
50,0.6,tajimas_d,0.27257188540466115
51,0.0,pi,44.63676767676767
51,0.0,theta_w,38.62959564346787
51,0.0,theta_h,44.45414141414142
51,0.0,theta_l,44.54545454545454
51,0.0,tajimas_d,0.5215025274684216
51,0.05,pi,44.60285988897403
51,0.05,theta_w,38.429323999232494
51,0.05,theta_h,44.002948213799684
51,0.05,theta_l,44.302904051386854
51,0.05,tajimas_d,0.5411506946835185
51,0.1,pi,44.509523879164526
51,0.1,theta_w,39.07028767604252
51,0.1,theta_h,45.07341658041004
51,0.1,theta_l,44.791470229787286
51,0.1,tajimas_d,0.47183886074525544
51,0.2,pi,44.49749188780998
51,0.2,theta_w,37.78507364456402
51,0.2,theta_h,44.5474170970225
51,0.2,theta_l,44.52245449241624
51,0.2,tajimas_d,0.6085542052798647
51,0.3,pi,44.45723010578311
51,0.3,theta_w,38.650162508734844
51,0.3,theta_h,44.32662378023455
51,0.3,theta_l,44.391926943008826
51,0.3,tajimas_d,0.5220812473479856
51,0.4,pi,44.94375086858713
51,0.4,theta_w,38.99740530970791
51,0.4,theta_h,44.650125566235126
51,0.4,theta_l,44.796938217411125
51,0.4,tajimas_d,0.5375372960205163
51,0.5,pi,45.02263541980067
51,0.5,theta_w,40.270908365637446
51,0.5,theta_h,45.21980403472769
51,0.5,theta_l,45.12121972726417
51,0.5,tajimas_d,0.42521322749280127
51,0.6,pi,44.8813741081519
51,0.6,theta_w,39.62758375873922
51,0.6,theta_h,45.0222976768108
51,0.6,theta_l,44.95183589248135
51,0.6,tajimas_d,0.49134391857916654
52,0.0,pi,36.335757575757576
52,0.0,theta_w,34.766636079121085
52,0.0,theta_h,31.381414141414147
52,0.0,theta_l,33.858585858585855
52,0.0,tajimas_d,0.15103805535283468
52,0.05,pi,36.23943739404007
52,0.05,theta_w,34.74098709429755
52,0.05,theta_h,31.502102968390915
52,0.05,theta_l,33.87077018121549
52,0.05,tajimas_d,0.1450751383307562
52,0.1,pi,36.29169514530182
52,0.1,theta_w,35.33100956398265
52,0.1,theta_h,31.655375666479898
52,0.1,theta_l,33.973535405890864
52,0.1,tajimas_d,0.09200051969368517
52,0.2,pi,35.98037571396921
52,0.2,theta_w,34.48882115829296
52,0.2,theta_h,31.403300125799788
52,0.2,theta_l,33.69183791988449
52,0.2,tajimas_d,0.14761444590252765
52,0.3,pi,36.20235859469027
52,0.3,theta_w,35.50111925022676
52,0.3,theta_h,32.279229975153825
52,0.3,theta_l,34.240794284922046
52,0.3,tajimas_d,0.06846348650053331
52,0.4,pi,36.32856567793472
52,0.4,theta_w,34.925201321028
52,0.4,theta_h,32.287649625582304
52,0.4,theta_l,34.308107651758505
52,0.4,tajimas_d,0.14135060459476778
52,0.5,pi,35.69663645193957
52,0.5,theta_w,35.6827639625083
52,0.5,theta_h,32.75656232436887
52,0.5,theta_l,34.22659938815422
52,0.5,tajimas_d,0.0013964865031656287
52,0.6,pi,36.46849562664024
52,0.6,theta_w,34.70771688337189
52,0.6,theta_h,32.04756940117353
52,0.6,theta_l,34.25803251390688
52,0.6,tajimas_d,0.1877403578937904
53,0.0,pi,39.51777777777778
53,0.0,theta_w,35.92552394842512
53,0.0,theta_h,36.58323232323232
53,0.0,theta_l,38.05050505050505
53,0.0,tajimas_d,0.33485039628984875
53,0.05,pi,39.4259515547878
53,0.05,theta_w,36.089325905478304
53,0.05,theta_h,36.54061336279697
53,0.05,theta_l,37.983282458792395
53,0.05,tajimas_d,0.31106500243882884
53,0.1,pi,39.500700047284404
53,0.1,theta_w,35.87741285706964
53,0.1,theta_h,37.242170843895195
53,0.1,theta_l,38.3714354455898
53,0.1,tajimas_d,0.34138207431186846
53,0.2,pi,39.364576635461304
53,0.2,theta_w,36.14361843007239
53,0.2,theta_h,36.92907942954014
53,0.2,theta_l,38.14682803250072
53,0.2,tajimas_d,0.3048055713234636
53,0.3,pi,39.33767025116583
53,0.3,theta_w,36.773190421945806
53,0.3,theta_h,37.15352988424503
53,0.3,theta_l,38.24560006770543
53,0.3,tajimas_d,0.24205332811720195
53,0.4,pi,38.95503513454855
53,0.4,theta_w,36.71308262670894
53,0.4,theta_h,37.744905509744385
53,0.4,theta_l,38.34997032214646
53,0.4,tajimas_d,0.21545407206276476
53,0.5,pi,39.11169843984479
53,0.5,theta_w,35.92878290986668
53,0.5,theta_h,36.95463160965439
53,0.5,theta_l,38.03316502474959
53,0.5,tajimas_d,0.318459235562385
53,0.6,pi,39.54677383593231
53,0.6,theta_w,37.09522007289253
53,0.6,theta_h,36.75917443274677
53,0.6,theta_l,38.15297413433954
53,0.6,tajimas_d,0.24504584443487315
54,0.0,pi,35.156565656565654
54,0.0,theta_w,36.698115861294475
54,0.0,theta_h,43.247474747474755
54,0.0,theta_l,39.2020202020202
54,0.0,tajimas_d,-0.14073009376445045
54,0.05,pi,35.20855169492452
54,0.05,theta_w,36.69061091336206
54,0.05,theta_h,43.35947339977649
54,0.05,theta_l,39.28401254735051
54,0.05,tajimas_d,-0.1360075911082008
54,0.1,pi,34.955319428137734
54,0.1,theta_w,36.674130563005434
54,0.1,theta_h,43.11211511715585
54,0.1,theta_l,39.03371727264679
54,0.1,tajimas_d,-0.15853082360664195
54,0.2,pi,35.17126124895103
54,0.2,theta_w,36.11868251252155
54,0.2,theta_h,41.85696381417536
54,0.2,theta_l,38.51411253156319
54,0.2,tajimas_d,-0.08965632619617948
54,0.3,pi,35.32686312031832
54,0.3,theta_w,36.495007546813135
54,0.3,theta_h,43.55442771228887
54,0.3,theta_l,39.440645416303596
54,0.3,tajimas_d,-0.11087175461842186
54,0.4,pi,35.62810235453113
54,0.4,theta_w,36.87981360350563
54,0.4,theta_h,41.65847200934638
54,0.4,theta_l,38.64328718193875
54,0.4,tajimas_d,-0.11960482116969415
54,0.5,pi,34.79389557473815
54,0.5,theta_w,36.669309060332026
54,0.5,theta_h,42.739641953372285
54,0.5,theta_l,38.76676876405522
54,0.5,tajimas_d,-0.18427266178718635
54,0.6,pi,35.65873529035297
54,0.6,theta_w,36.91812214225453
54,0.6,theta_h,42.67100493216774
54,0.6,theta_l,39.164870111260356
54,0.6,tajimas_d,-0.1258824176108376
55,0.0,pi,38.310909090909085
55,0.0,theta_w,37.663855752381174
55,0.0,theta_h,26.8810101010101
55,0.0,theta_l,32.59595959595959
55,0.0,tajimas_d,0.05758515551823828
55,0.05,pi,38.35943152240865
55,0.05,theta_w,37.65062331479875
55,0.05,theta_h,27.13658487885736
55,0.05,theta_l,32.748008200633
55,0.05,tajimas_d,0.06339438456479221
55,0.1,pi,38.676752741273006
55,0.1,theta_w,38.267650227075016
55,0.1,theta_h,27.083071842657233
55,0.1,theta_l,32.87991229196513
55,0.1,tajimas_d,0.03620631144960802
55,0.2,pi,38.206348905243956
55,0.2,theta_w,38.34002711449128
55,0.2,theta_h,26.66271559538174
55,0.2,theta_l,32.434532250312856
55,0.2,tajimas_d,-0.01193163923901664
55,0.3,pi,38.62944182990159
55,0.3,theta_w,38.614641747639055
55,0.3,theta_h,26.862238822032225
55,0.3,theta_l,32.74584032596691
55,0.3,tajimas_d,0.0013305933294806285
55,0.4,pi,39.0855464516
55,0.4,theta_w,38.829379283871084
55,0.4,theta_h,27.372750643810146
55,0.4,theta_l,33.22914854770508
55,0.4,tajimas_d,0.023282589541124183
55,0.5,pi,38.84101084871608
55,0.5,theta_w,38.92385129577516
55,0.5,theta_h,26.971956894341844
55,0.5,theta_l,32.90648387152896
55,0.5,tajimas_d,-0.007664144575979013
55,0.6,pi,38.28648640326627
55,0.6,theta_w,39.96969918241252
55,0.6,theta_h,27.82523175440133
55,0.6,theta_l,33.05585907883379
55,0.6,tajimas_d,-0.15600500549379942
56,0.0,pi,45.61212121212122
56,0.0,theta_w,39.788483512771904
56,0.0,theta_h,49.29696969696969
56,0.0,theta_l,47.45454545454545
56,0.0,tajimas_d,0.49111557680761025
56,0.05,pi,45.5463383941038
56,0.05,theta_w,39.994790739218416
56,0.05,theta_h,48.98769855996228
56,0.05,theta_l,47.26701847703303
56,0.05,tajimas_d,0.46798639796798225
56,0.1,pi,45.51912027457303
56,0.1,theta_w,39.05920243305765
56,0.1,theta_h,49.11334245577667
56,0.1,theta_l,47.31623136517485
56,0.1,tajimas_d,0.5603802006427031
56,0.2,pi,45.53993209918259
56,0.2,theta_w,41.20356635143802
56,0.2,theta_h,49.472090590979754
56,0.2,theta_l,47.50601134508118
56,0.2,tajimas_d,0.36095337266112765
56,0.3,pi,45.590178339504305
56,0.3,theta_w,40.31305746784355
56,0.3,theta_h,49.86890209631167
56,0.3,theta_l,47.72954021790799
56,0.3,tajimas_d,0.4545475806424592
56,0.4,pi,46.010916706087706
56,0.4,theta_w,41.47553242330383
56,0.4,theta_h,49.80351479029678
56,0.4,theta_l,47.907215748192236
56,0.4,tajimas_d,0.3863483093078951
56,0.5,pi,45.75619821491574
56,0.5,theta_w,40.886779375706
56,0.5,theta_h,50.753838550904774
56,0.5,theta_l,48.255018382910265
56,0.5,tajimas_d,0.42962433885798046
56,0.6,pi,45.530856208596965
56,0.6,theta_w,40.812495785881445
56,0.6,theta_h,50.987725479900604
56,0.6,theta_l,48.25929084424878
56,0.6,tajimas_d,0.42872674713332554
57,0.0,pi,42.39656565656566
57,0.0,theta_w,51.5705101840296
57,0.0,theta_h,77.78525252525253
57,0.0,theta_l,60.09090909090909
57,0.0,tajimas_d,-0.5994317173921885
57,0.05,pi,42.412144696680556
57,0.05,theta_w,51.933344558082155
57,0.05,theta_h,77.76017764719131
57,0.05,theta_l,60.086161171935935
57,0.05,tajimas_d,-0.6211744444549459
57,0.1,pi,42.14724659170169
57,0.1,theta_w,51.47211572583611
57,0.1,theta_h,77.75239293438463
57,0.1,theta_l,59.94981976304317
57,0.1,tajimas_d,-0.6164377485185305
57,0.2,pi,42.479116084458724
57,0.2,theta_w,50.901471296717574
57,0.2,theta_h,75.64616282282452
57,0.2,theta_l,59.06263945364162
57,0.2,tajimas_d,-0.5694408913133302
57,0.3,pi,42.87838625679028
57,0.3,theta_w,52.98607635394216
57,0.3,theta_h,79.40880659822022
57,0.3,theta_l,61.14359642750526
57,0.3,tajimas_d,-0.6651906121872854
57,0.4,pi,42.61991890333365
57,0.4,theta_w,52.98945194175243
57,0.4,theta_h,73.56270445891573
57,0.4,theta_l,58.091311681124694
57,0.4,tajimas_d,-0.6927993900094344
57,0.5,pi,42.80612417723384
57,0.5,theta_w,52.48900397552625
57,0.5,theta_h,74.10126089227848
57,0.5,theta_l,58.45369253475616
57,0.5,tajimas_d,-0.6663751583283255
57,0.6,pi,43.75094718314265
57,0.6,theta_w,52.24244916152327
57,0.6,theta_h,72.79354261244653
57,0.6,theta_l,58.27224489779459
57,0.6,tajimas_d,-0.6050785088643598
58,0.0,pi,48.50969696969697
58,0.0,theta_w,42.68570318603199
58,0.0,theta_h,46.74282828282828
58,0.0,theta_l,47.62626262626263
58,0.0,tajimas_d,0.45838427912405977
58,0.05,pi,48.48759359189704
58,0.05,theta_w,42.701778110987576
58,0.05,theta_h,47.028245467423005
58,0.05,theta_l,47.75791952966002
58,0.05,tajimas_d,0.4570905210767514
58,0.1,pi,48.49001946740146
58,0.1,theta_w,43.20731364541663
58,0.1,theta_h,47.36451320323874
58,0.1,theta_l,47.9272663353201
58,0.1,tajimas_d,0.4150612385469286
58,0.2,pi,48.09170199131094
58,0.2,theta_w,43.59755484659827
58,0.2,theta_h,46.234369948845156
58,0.2,theta_l,47.16303597007805
58,0.2,tajimas_d,0.3536501134709271
58,0.3,pi,48.76882689353676
58,0.3,theta_w,43.15541758710133
58,0.3,theta_h,46.658966171360994
58,0.3,theta_l,47.71389653244887
58,0.3,tajimas_d,0.45217966806048643
58,0.4,pi,48.52152723931118
58,0.4,theta_w,42.734151210582034
58,0.4,theta_h,45.95861675016614
58,0.4,theta_l,47.24007199473866
58,0.4,tajimas_d,0.47838105501660505
58,0.5,pi,48.938397811892905
58,0.5,theta_w,45.8220498529799
58,0.5,theta_h,46.46476018442053
58,0.5,theta_l,47.701578998156705
58,0.5,tajimas_d,0.24589519181934696
58,0.6,pi,47.99290534805648
58,0.6,theta_w,44.32640321760812
58,0.6,theta_h,46.57653721090801
58,0.6,theta_l,47.284721279482234
58,0.6,tajimas_d,0.3069749259765902
59,0.0,pi,45.67656565656566
59,0.0,theta_w,44.81033094642273
59,0.0,theta_h,57.29313131313132
59,0.0,theta_l,51.48484848484847
59,0.0,tajimas_d,0.06499859543641012
59,0.05,pi,45.68556482529591
59,0.05,theta_w,45.07974979397745
59,0.05,theta_h,57.25650588676829
59,0.05,theta_l,51.4710353560321
59,0.05,tajimas_d,0.04541481936145747
59,0.1,pi,45.90176086858631
59,0.1,theta_w,44.72796901180114
59,0.1,theta_h,56.83122766193611
59,0.1,theta_l,51.36649426526121
59,0.1,tajimas_d,0.08902757269914967
59,0.2,pi,45.187535753070556
59,0.2,theta_w,43.440353469766485
59,0.2,theta_h,57.43192998294482
59,0.2,theta_l,51.309732868007686
59,0.2,tajimas_d,0.1381167643301265
59,0.3,pi,45.47471487830021
